embedding_id,cluster,umap_x,umap_y
citation_ded6f219,0,11.340157,5.1238317
citation_d42877e2,0,8.774478,6.3791976
citation_3aeef0a0,0,10.202827,4.235752
citation_61f0ad46,0,12.864604,4.36984
citation_a6b7b0f3,0,10.386128,4.2442536
citation_5c8dae6e,0,9.03005,3.8284914
citation_ce8cca97,0,10.00182,2.0520215
citation_fc999306,0,7.3671103,3.6448693
citation_bcaa61d0,0,10.2917185,3.6966493
citation_e609ffe8,0,8.345853,4.3504543
citation_0eb81bdd,0,8.783508,2.3999867
citation_a78b5e16,0,6.757874,2.8293157
citation_e1f93f91,0,6.7495437,3.405971
citation_f3b530d4,0,6.679983,2.938823
citation_9744c7af,0,6.6872263,3.0312135
citation_3cc0b245,0,6.7393756,2.8892004
citation_5598b359,0,6.803323,2.8018384
citation_0e3b91eb,0,6.9662533,3.5870647
citation_33d68507,0,6.800877,3.4610648
citation_95ac113f,0,10.24455,5.5453844
citation_b554c726,0,10.474435,5.7020664
citation_f75ac6b3,0,9.798191,2.2655227
citation_e299982f,0,11.4862995,4.2347307
citation_df041161,0,12.421563,5.129957
citation_09e0dbaf,0,9.596796,6.541677
citation_7639381d,0,7.2709656,2.476595
citation_b2943dbf,0,7.303775,2.578827
citation_18ef3c1b,0,9.204181,6.4149785
citation_bc494759,0,7.1625104,2.4643207
citation_09ba4976,0,9.229271,1.9123532
citation_f1328bdd,0,9.112009,1.9176446
citation_7f34d3c6,0,8.396141,6.4816136
citation_48ebb2c1,0,8.895289,2.7859461
citation_7be5faf1,0,9.842208,5.50542
citation_f0842843,0,7.4103065,3.8766644
citation_6160a396,0,9.584531,2.7120857
citation_8f9918e7,0,11.247143,6.007608
citation_7171ce19,0,11.458489,6.0073256
citation_c6a1c89d,0,10.084294,5.083847
citation_506829a2,0,6.870101,5.4142675
citation_00da83d3,0,9.855702,5.2292056
citation_cde0700f,0,10.119284,6.1268554
citation_06f6326d,0,6.749874,2.7864168
citation_1299a8c0,0,9.118323,7.008455
citation_ecb831e6,0,9.829965,5.3201337
citation_dbd8a632,0,10.014561,6.2755527
citation_93f8d57c,2,11.905434,1.8487046
citation_9cbe79a2,2,11.914622,1.8427234
citation_3bf35529,2,11.906825,1.8517721
citation_d545f1f8,2,11.861576,1.9123816
citation_c6a92661,0,9.466735,2.343654
citation_ca9e4e2d,0,9.379076,2.3063183
citation_bdd6d428,0,7.956395,2.7540147
citation_7300117c,0,11.341809,4.831558
citation_b837406f,0,10.909989,4.66689
citation_11cf6d62,0,10.881222,4.576076
citation_ba0e7cce,0,10.478608,3.6348944
citation_345614d8,0,10.244024,7.0178123
citation_2f3e791c,0,10.67344,4.314918
citation_c274f75c,0,9.1330185,3.7949588
citation_0c88683c,0,9.139271,3.68589
citation_b1ef9219,0,9.990335,4.412599
citation_e9e48f88,0,8.59347,4.9866767
citation_dbe931e9,0,11.3573065,4.366299
citation_06f53d62,0,10.462217,2.5518525
citation_7fb1c2a6,0,10.451288,2.5152154
citation_e08799ba,0,10.378307,2.6523416
citation_6e641fae,0,10.401025,2.6670294
citation_d2b3b596,0,13.080026,4.654561
citation_5932fd61,0,12.14439,4.0869713
citation_9bde5a2c,0,9.240167,3.7066464
citation_e62d8c83,0,9.414795,3.3534658
citation_d8800b46,0,9.602695,3.0145214
citation_f8b6f3bc,0,10.524064,5.4855886
citation_1683726a,0,10.6036415,4.30714
citation_a68298b7,0,10.403755,4.8376255
citation_edb1adfc,0,10.4172735,5.6506734
citation_9a44fcbf,0,10.3396225,5.560865
citation_1eec5b65,0,10.448385,4.1228085
citation_ea728388,0,10.355249,4.901457
citation_844b93aa,0,9.4951515,1.7841139
citation_088f6b2f,0,9.4964485,1.7283548
citation_b7e7db07,0,9.47403,1.804226
citation_99b7be53,0,12.302799,6.4071774
citation_957e813c,0,10.293249,2.5153167
citation_f447aeb3,0,9.642854,8.4344015
citation_51ada3ca,0,10.20776,4.7777243
citation_692a6538,0,6.991229,5.4082913
citation_236b02c2,0,12.805088,6.635262
citation_8332d412,0,12.726298,6.613409
citation_f697796b,0,8.585522,2.4806292
citation_c8acca0a,0,8.482373,2.540475
citation_bc8b7cda,0,8.829858,1.9988207
citation_94812ac5,0,7.3586407,5.2754393
citation_bc10fdce,0,6.988812,5.396653
citation_5ef38e32,0,9.029284,2.3233514
citation_941eae6a,0,9.038379,7.1379676
citation_86afc617,0,9.194309,3.199909
citation_bbdaaaa9,0,9.35829,3.0351107
citation_5e0e7cf7,0,8.450068,5.9618254
citation_fbebcc5d,0,10.596169,5.239983
citation_f8896f6e,0,10.361331,5.11214
citation_4e37738a,0,9.435504,2.9873812
citation_f01ea9a1,0,6.767402,5.1693797
citation_f9157e00,0,9.696652,5.95758
citation_30f278ab,0,9.624518,5.5789833
citation_bea9cd68,0,8.897686,6.7826853
citation_beb2e890,0,9.687654,7.1055617
citation_f60b7665,0,7.4050317,2.5024776
citation_a445e264,0,6.9658437,5.374317
citation_012ebd36,0,8.886593,2.8097854
citation_6d27b6c2,0,7.8813653,4.8916483
citation_536c0424,0,7.418439,2.3234663
citation_bd06dd52,0,8.196272,5.8764577
citation_1c700efe,0,7.4834437,2.2719996
citation_8cbd3c0c,0,7.542951,2.2692358
citation_ffd1b0a7,3,5.105284,7.2005377
citation_7dad2a1c,0,9.154219,2.08833
citation_24e5e213,0,8.9807415,2.077032
citation_f741d3d7,0,6.355523,3.360143
citation_986790a3,0,6.3521605,3.4576848
citation_23d29f04,0,6.6444693,2.9028676
citation_2d99185e,0,9.640233,4.1209173
citation_f7427e14,0,9.908844,6.469577
citation_56040b4a,0,9.719828,3.2755077
citation_d8740479,0,9.801234,3.374784
citation_35c1ad91,0,9.954303,5.6591396
citation_fa7f2674,0,9.796491,5.8176656
citation_dd8a86be,0,9.927157,3.7295666
citation_9d555da8,0,7.2210627,2.5388796
citation_d7ad2461,0,7.5495043,3.8008864
citation_35b2cad4,0,9.704071,8.92361
citation_eb944621,0,9.685489,8.586031
citation_c9986f86,0,9.769594,8.488109
citation_da2aa8d7,0,9.493229,8.464894
citation_a0a4ffb6,0,9.549275,8.404645
citation_27196ce9,0,9.822795,8.5876
citation_28f74668,0,10.3697195,8.446954
citation_3f7947f4,0,9.852871,8.535674
citation_e57cc635,0,9.526408,8.808466
citation_33c2449e,0,9.848071,8.351769
citation_7831b8ac,0,9.668974,8.52784
citation_7e5f6dce,0,9.624299,8.126409
citation_566711a7,0,9.397583,8.503861
citation_a0effb5d,0,9.499806,8.202616
citation_e5d5fb45,0,9.55712,6.390248
citation_79faeeeb,0,9.6317,8.1806555
citation_b31719fe,0,10.296816,7.9985223
citation_52e60d23,0,10.183625,8.589278
citation_9de8c9d1,0,9.890623,8.48548
citation_e8b28647,0,9.81942,8.847498
citation_b1139b49,0,9.814917,8.8740225
citation_65f2786a,0,9.713738,8.069476
citation_f7553789,0,10.4071245,8.528688
citation_3e92042e,0,9.763432,8.923229
citation_13c2434f,0,9.570325,8.89077
citation_d45a6876,0,10.03881,8.402053
citation_e9d401f9,0,10.422213,8.719696
citation_cc75d003,0,10.295169,5.7934055
citation_425fefbe,0,10.161023,7.0792074
citation_06700c9d,0,10.161345,8.4698305
citation_9d2809e0,0,10.395844,8.217669
citation_39a140bb,0,9.701579,8.366997
citation_72be538f,0,10.333805,8.73138
citation_424f35c7,0,10.368472,8.45867
citation_6b5c1312,0,10.027822,8.841182
citation_529e54b0,0,9.6968975,9.017012
citation_751dbfc9,0,9.707808,9.037785
citation_c570cdf2,0,9.516321,5.8675256
citation_932ef534,0,9.966721,6.309686
citation_9c155ac4,0,10.483987,8.455789
citation_897ed3a4,0,9.605382,8.880016
citation_61cdee22,0,9.818151,8.332178
citation_d9ab36e3,0,10.170354,8.432627
citation_c9577945,0,10.469618,8.004054
citation_a335ee15,0,11.0834675,5.2950606
citation_3b769769,0,9.752016,8.966713
citation_96e393f6,0,10.472792,8.384176
citation_1ce0230d,0,10.407733,8.746093
citation_ab98186e,0,10.30775,8.502158
citation_916dbe01,0,10.66002,7.287776
citation_bb756b4d,0,10.232426,7.6047287
citation_8a0bdcad,0,10.357111,8.292126
citation_bdd0b89f,0,9.757511,8.985197
citation_06fa88d7,0,10.287447,7.2989535
citation_3cee2ae6,0,10.274372,8.378671
citation_25ab8089,0,10.179992,7.573947
citation_d36d9229,0,11.285631,6.83207
citation_cd25c2bd,0,9.859954,8.529851
citation_a07e3181,0,10.659596,7.3077917
citation_5615da74,0,9.894015,8.737518
citation_5c28e601,0,9.699446,8.853556
citation_c29ab681,0,9.887017,8.547308
citation_1a367d53,0,9.814516,8.5167
citation_53597d47,0,10.379016,8.462775
citation_be66ab1e,0,9.777864,8.783566
citation_88f532c1,0,10.165502,8.617463
citation_412d67b7,0,10.456462,4.10855
citation_86e5938e,0,10.156299,5.4108
citation_0fadd644,0,9.808268,7.0915437
citation_09c9c591,0,12.825151,7.343596
citation_d3a46636,0,8.701391,5.8400826
citation_9ed3abfe,0,10.931469,6.6866217
citation_f26a869b,0,9.467575,5.255038
citation_f394e0b3,0,8.803298,3.5222204
citation_d78ffb35,0,8.805447,3.335201
citation_ae551782,0,10.516279,6.723358
citation_9634ed52,0,10.676232,3.0171733
citation_d03875c5,0,10.0328045,5.091432
citation_aeabc6ca,0,7.225357,3.925139
citation_92097b59,0,9.571674,3.332238
citation_e305cc79,0,7.0069723,3.8579805
citation_a5ace298,0,12.914535,4.29118
citation_1286918a,0,12.954404,4.2437468
citation_534a178a,0,10.92229,5.7568445
citation_f7a5b91f,0,13.120462,5.020812
citation_14a35c57,0,8.860746,2.855506
citation_bde68b5b,0,12.537703,7.3370686
citation_0b7c6056,0,7.903501,6.6107216
citation_af58d7e1,0,8.113934,6.621068
citation_ecf5ea20,0,7.997919,6.489192
citation_aef38d2a,0,8.378546,6.656946
citation_ac6c3ae0,0,6.4462523,3.5557826
citation_2929524a,0,7.3325915,5.623396
citation_b84b3f51,0,8.270955,2.2778463
citation_75cb996b,0,10.369388,6.1590986
citation_42ed5225,0,10.364205,6.312914
citation_65528935,0,9.375473,2.8082664
citation_cc786dfc,0,6.6908803,2.9670897
citation_f80ea25f,0,10.313798,2.6352596
citation_05b705f2,0,8.666375,2.305541
citation_bee42beb,0,12.799576,7.1176
citation_29be62f0,0,12.762669,7.2089095
citation_97c4df1d,0,12.97396,7.139647
citation_0144f9f6,0,12.942451,7.090927
citation_30eb734c,0,10.638024,4.162485
citation_921367b6,0,6.6475644,3.0407553
citation_b1529153,0,10.570849,3.5142796
citation_f1e94b61,0,9.632816,3.9066482
citation_60c28ad8,0,9.532026,2.7998517
citation_97a9fb8e,0,9.914194,3.6892674
citation_b188bf7d,0,12.320495,7.070759
citation_19395199,0,11.627973,6.2400217
citation_dcf3138e,0,11.575551,6.08368
citation_743e453c,0,11.313717,5.952769
citation_cb86b40b,0,11.4003105,6.0495157
citation_b2f873f9,0,11.753251,6.292459
citation_70e87b4e,0,8.969854,2.1532154
citation_2c5ada2d,0,7.0570126,3.712848
citation_4bcd4876,0,9.927699,6.62495
citation_772e8975,0,7.133042,3.907238
citation_ae5b0ab5,0,7.086385,3.503486
citation_0f4c1e81,0,9.307452,5.7353234
citation_bbe6a043,0,10.261794,8.378117
citation_26bd5518,0,10.218724,8.301235
citation_2fef46cb,0,7.9418488,4.811996
citation_b653fd55,0,9.92929,2.3546271
citation_0043845f,0,10.071207,2.2307239
citation_91e6394f,0,10.123625,2.2620442
citation_0aec4fac,0,12.422899,6.6781807
citation_b86f4d5d,0,9.31914,3.6064281
citation_ba7cede5,0,9.105793,3.6724715
citation_5eb8d6b7,0,8.889634,5.949291
citation_e6e95c2f,0,9.077903,5.8732605
citation_146d6dd2,0,9.220059,5.8550854
citation_8685e960,0,8.244387,6.220688
citation_b6e54051,0,8.148012,6.2990093
citation_9e6f7f99,0,8.181834,5.637398
citation_704ce6dd,0,8.904632,5.9059963
citation_b5e0bda6,0,9.81314,2.6622121
citation_eea6df86,0,8.362009,5.9974036
citation_dae575e7,0,6.938202,5.3740396
citation_dc2454fe,0,9.029122,7.041685
citation_90f91c64,0,9.268223,6.19191
citation_32426f23,0,9.891775,2.621597
citation_c64d7e06,0,7.3443503,5.65896
citation_690fcee5,0,9.951205,2.8604877
citation_9da9545b,2,11.216129,2.4835072
citation_ebc2aa9d,0,8.821945,6.5936604
citation_43362826,0,8.382557,6.185048
citation_dcbd3434,0,7.3618517,5.6521845
citation_683299f0,0,9.903402,5.333098
citation_082678e4,0,8.744736,5.880907
citation_dbb0fc36,0,9.365242,6.5652695
citation_b01a0f92,0,8.417011,6.003378
citation_ad4e0c49,0,9.931793,5.366715
citation_5ddfd43e,0,9.488641,6.132842
citation_c4ddb962,0,8.802401,6.3116646
citation_92f8d158,0,8.378653,6.109121
citation_4eee12a7,0,8.79978,6.362293
citation_fb8f66df,0,8.257413,5.454527
citation_ac7dff48,0,8.844181,1.6554893
citation_d4026775,0,7.71485,5.5483675
citation_b66f2362,0,8.708584,6.1585217
citation_f71a4038,0,6.7503786,5.1824822
citation_1e322469,0,8.47985,5.5781784
citation_63fe7810,0,8.844065,1.7511736
citation_79f3d294,0,9.014375,6.0977383
citation_90d6846b,0,8.822303,1.6744505
citation_6a7548fa,0,8.873342,1.6722217
citation_6f2c7f74,0,8.735697,6.2019243
citation_8b93ce77,0,7.864779,5.838626
citation_53673469,0,9.083197,6.143383
citation_190028ae,0,9.364835,5.912597
citation_bcdc3e4c,0,7.415544,5.718003
citation_13c8fda5,0,10.269381,4.4006834
citation_71c0998e,0,9.186475,6.1848707
citation_022f118f,2,11.180873,2.5169477
citation_7626b9c9,0,8.159253,6.2290883
citation_c07d3552,0,8.076389,5.748804
citation_44c497d0,0,8.662871,6.3177314
citation_15c04aa5,0,8.011429,5.7934623
citation_867e00c2,0,9.648816,5.7761574
citation_2c37bdd7,0,8.190566,5.2674556
citation_506d83f0,2,11.257218,2.4388134
citation_636a26ae,0,8.560474,2.750946
citation_ed763975,0,11.104558,5.934355
citation_abc01b9f,0,9.904667,2.7344725
citation_3f3e0991,2,11.256279,2.4534829
citation_e11294ca,0,10.366697,5.3540835
citation_f624ac9b,0,9.5021305,6.7039824
citation_a41d6ca8,0,8.553014,6.5898266
citation_d991af15,0,8.143108,5.7592015
citation_c0fe9aa8,0,9.677249,6.1966934
citation_6703df98,0,10.316702,6.1189933
citation_6a68f027,0,9.022125,6.1324944
citation_62a3eeb1,0,9.283029,6.089554
citation_b0402474,0,8.28063,6.539768
citation_2f23c55e,0,8.888425,6.574913
citation_277db945,0,11.369281,6.964225
citation_3496e8d2,0,11.384804,6.8070316
citation_001df182,0,11.419396,6.3689165
citation_25714549,0,11.353951,7.106311
citation_70d04d99,0,7.6767173,3.8568227
citation_a16a1b1d,0,7.6363635,3.8427145
citation_4e4e7ded,0,6.849437,5.3257017
citation_9a71dbd2,0,12.364783,6.7373943
citation_775b0c06,0,10.739982,3.046489
citation_e5a00a30,0,10.596505,4.0740724
citation_77b8219a,0,10.46717,6.2418613
citation_7b8ce9db,0,10.076329,6.5693016
citation_b8bc72a6,0,9.956361,6.7515154
citation_70eea4d5,0,9.9384775,6.745051
citation_c60dc95c,0,9.966203,6.8697367
citation_6757073d,0,10.2904415,6.39327
citation_6cfe0f65,0,8.305261,4.548764
citation_b647aff8,0,7.1249685,2.4904478
citation_6f42f9a0,0,7.1021986,2.4769673
citation_74a0a8ae,0,7.99477,3.3940353
citation_ae1b572e,0,9.167124,2.6511257
citation_7b40823a,0,9.867976,5.6055512
citation_b7b0ac04,0,7.8136277,6.656071
citation_92e82fb2,0,7.8186917,6.67571
citation_72dc9bea,0,7.853075,6.665238
citation_9506f0f9,0,7.79176,6.6913686
citation_e1a9e35d,0,8.033019,6.661006
citation_f0d07d90,0,8.569708,6.6693487
citation_9579a30f,0,7.9431276,6.6781282
citation_53877d81,0,7.8308444,6.616303
citation_1580c3e1,0,7.26264,5.613257
citation_f023b065,0,7.138986,5.517254
citation_d1cadc9c,0,9.26109,2.065076
citation_aa118096,0,8.752019,5.648099
citation_cefa379f,0,7.0371995,3.9819963
citation_2c8e9380,0,9.588101,6.338464
citation_ff3ae3f9,0,8.14822,2.9087362
citation_a1c1ee71,0,11.562173,5.9524965
citation_1365341d,0,9.150427,5.5010357
citation_160c1f80,0,11.072185,5.756828
citation_26dcbb0e,0,8.301148,6.6746254
citation_524b2c0b,0,8.215852,6.5793376
citation_c75cac07,0,10.511757,3.865073
citation_14449481,0,10.34502,8.302565
citation_be96cb4a,0,7.2644153,3.145614
citation_4f95b015,0,10.800357,5.7629232
citation_3729827e,0,11.754784,4.681022
citation_22cbcfb2,0,8.688421,1.8368144
citation_4d99c244,0,8.696997,1.9446706
citation_9ef99413,0,8.798151,2.1082997
citation_f44bffb0,0,8.797708,1.9443808
citation_319866fd,0,9.388943,2.5488927
citation_7c632c23,0,9.177127,2.554079
citation_ce3e832a,0,7.787054,4.4029965
citation_34d52242,0,9.955823,1.8303987
citation_09defba7,0,8.558783,2.2667265
citation_d0352843,0,10.389296,2.8467827
citation_a75a1e45,0,8.435397,5.5831766
citation_006d6b88,0,8.46201,5.875067
citation_498204ac,0,11.421071,7.2409954
citation_9f92e8b3,0,11.033297,4.428522
citation_065231c9,0,10.656575,4.388577
citation_926c100b,0,10.3491745,6.2317924
citation_6e252670,0,9.642606,3.1316397
citation_cca03084,0,8.279132,4.6258907
citation_52ee8fab,0,6.6771803,3.9082222
citation_082d966d,0,8.304246,4.6587143
citation_2473bbf8,0,8.231008,4.568983
citation_1b24c882,0,8.343803,4.603234
citation_52a30784,0,8.1954565,4.6545744
citation_68fed25f,0,11.2368,5.9491367
citation_47dcf08f,0,8.051331,2.4495513
citation_ee697768,0,10.648986,2.911568
citation_1de03f44,0,9.007817,7.123301
citation_3a37d3d3,0,7.779009,2.8896067
citation_97635a4c,0,7.935117,2.6532903
citation_e874a04f,0,10.563726,6.1345887
citation_00a76d15,0,6.688682,2.940394
citation_06974a7a,0,10.062787,6.8512087
citation_5aa7b29a,0,9.459948,2.4023216
citation_60bf2fbd,0,10.393459,5.7442794
citation_d44bbb22,0,10.177764,5.269205
citation_725d290c,0,10.1449585,5.7041636
citation_66891d45,0,10.125713,5.683985
citation_ea4b4fff,0,9.685779,2.218239
citation_262e3e93,0,10.867095,4.5728884
citation_c00a56aa,0,10.770599,4.4258294
citation_0ce91c4d,0,6.961252,2.6493766
citation_f379a55e,0,10.3215685,4.651437
citation_dd4b1086,0,10.715046,4.4018283
citation_47be78da,0,9.33748,3.040061
citation_397ec91f,0,10.438995,2.5450947
citation_fbce2af9,0,9.195557,3.5128217
citation_c8e647aa,0,9.701914,2.9809563
citation_4f942151,0,6.763045,5.2952933
citation_f9917c84,0,7.0247545,2.625416
citation_72106fce,0,9.370891,2.5113966
citation_4c772dc1,0,9.531183,6.578618
citation_f5e72e57,0,10.306387,6.0531116
citation_45c7e94a,0,8.9649315,1.9654672
citation_971ddafa,0,7.246856,2.4354372
citation_92de0c0c,0,9.836399,7.1114926
citation_786423c5,0,11.151063,5.840549
citation_e4fe57b1,0,9.970233,7.093739
citation_9c85cc16,0,9.1841345,7.1168504
citation_e4e6422e,0,10.171749,6.168554
citation_5213c23f,0,11.33573,7.244943
citation_13277126,0,11.321289,7.219862
citation_482be269,0,11.427199,7.0118566
citation_40869be3,0,11.316582,6.583001
citation_da758efc,0,10.973119,6.4348106
citation_2562a1c0,0,11.220599,6.334559
citation_16422dcd,0,11.213788,6.265696
citation_9a18bfce,0,11.2870455,6.6024733
citation_a121faae,0,11.444893,7.206604
citation_60be0f0e,0,11.379762,7.1322117
citation_519e7b19,0,10.195093,7.5050507
citation_d4714d26,0,11.261277,7.2545824
citation_af3dc730,0,11.450283,7.29678
citation_fdf97978,0,11.329052,7.230408
citation_08d35c36,0,10.370945,6.9036403
citation_9818e4c0,0,11.259265,7.3026614
citation_6d81015e,0,11.089621,6.665308
citation_9aab254c,0,10.779771,6.3729367
citation_01fbd2a9,0,11.488793,7.2198215
citation_9e04c246,0,11.60746,7.3275747
citation_b9ec8dd1,0,11.299871,7.1872096
citation_64999cd3,0,11.373374,6.7971992
citation_5109a28d,0,11.372312,7.180111
citation_4fbe7955,0,11.263924,6.77035
citation_2c294367,0,11.254472,7.3107724
citation_daca24e0,0,8.529128,2.4187067
citation_6f6b3f2b,0,10.067472,5.025961
citation_ecf9bd51,0,9.970554,5.0820036
citation_8e4ddcd6,0,10.178199,4.9217496
citation_d9e6344d,0,8.29677,5.0347705
citation_d0a04d82,0,9.130799,4.6233068
citation_ffa4574d,0,8.59461,2.2426484
citation_af44d3f4,0,9.646484,6.156762
citation_03a09e44,0,7.1659427,3.8414772
citation_21334934,0,6.922897,3.9443445
citation_d86b1382,0,9.09058,1.450329
citation_103b5470,0,9.09406,1.457547
citation_9acc64ed,0,9.847767,3.687815
citation_f0302a08,0,10.263139,2.3728662
citation_6c790d81,0,10.283499,3.5840142
citation_2246d6e7,0,10.408988,3.4731822
citation_8f8a8c76,0,7.077989,3.9271278
citation_8eda9d21,0,9.565539,2.35458
citation_ec67614a,0,10.031201,2.0445726
citation_10e98b71,0,9.51764,2.3225183
citation_61117904,0,8.044766,5.6708283
citation_3086b427,0,10.646365,4.3656487
citation_39b355b5,0,9.705227,5.0776668
citation_ae9a07ac,0,10.132245,6.453294
citation_c6c19772,0,10.169673,6.4487753
citation_d60b046a,0,7.496956,2.1544209
citation_de675100,0,7.297173,2.2688653
citation_eb5dd357,0,10.6598,4.5978165
citation_cf55eb59,0,10.333453,2.1907537
citation_d3d30dac,0,6.5297627,3.7198412
citation_4d50c6a3,0,11.3362465,4.894407
citation_21bdd33f,0,7.9935827,2.430139
citation_1e57b66d,0,9.936987,4.33106
citation_6413da47,0,10.535627,2.4492564
citation_d3b916ce,0,12.316707,4.4115276
citation_5bb1deb7,0,12.445076,4.8853006
citation_b81ab4a7,0,13.299515,4.9325085
citation_7db5adf5,0,11.801101,4.8835077
citation_3a8892f9,0,12.572726,5.074678
citation_ac80ece8,0,13.228067,4.9955344
citation_4035c2e5,0,13.28479,4.936908
citation_ca13d3e4,0,12.606378,4.9760976
citation_963ab797,0,12.962246,4.8764963
citation_6a3a9f29,0,13.30434,4.9153514
citation_e14c3d82,0,13.188461,4.9793634
citation_2dc0f3b2,0,11.908183,5.135528
citation_584fa78c,0,13.355381,4.9139295
citation_f7adaa6f,0,13.208806,4.862453
citation_e0f25cce,0,13.419845,4.936566
citation_11b14000,0,12.687016,5.275712
citation_fe6af626,0,12.619241,5.0623355
citation_2d18e264,0,13.215856,4.869658
citation_29b3f88a,0,9.662194,6.777135
citation_faebf348,0,9.632997,7.0176687
citation_44c6cf54,0,12.80832,5.2242146
citation_cd16876b,0,8.705327,2.3654597
citation_f50290e8,0,7.3290195,2.9333642
citation_8f47fc1f,0,7.2601323,2.777939
citation_5ed3e016,0,7.3273487,2.8409247
citation_59280881,0,7.3512454,2.8079863
citation_640a2aef,0,8.249532,5.600864
citation_a369f823,0,8.237101,5.734191
citation_443f85be,0,9.573395,6.189843
citation_e92427e9,0,11.044455,5.9469843
citation_bee887ad,2,11.242642,2.4798112
citation_775e0828,0,9.497478,5.9767375
citation_661e568c,0,9.60333,5.536702
citation_0b7858bb,0,11.18833,5.3377686
citation_5dcb00a1,0,10.022307,6.4815702
citation_8d94bb42,3,5.2251043,7.2257648
citation_78128af2,0,12.91224,4.2723384
citation_027daaa7,0,8.6200285,2.4520595
citation_3207db96,0,9.779154,1.6396527
citation_76dbce07,0,10.746422,3.518173
citation_477c00fa,0,9.372912,2.1899292
citation_589d5eb7,0,12.659059,4.774682
citation_04a9a761,0,9.812326,8.927067
citation_d3493aa0,0,10.400587,7.6669846
citation_8c11b0fe,0,10.666802,7.2368555
citation_7f3362f1,0,10.647374,7.2498198
citation_d612ba17,0,11.023016,6.984626
citation_695c0996,0,10.867666,7.0637417
citation_3140e80d,0,11.114222,5.444024
citation_5b86df8b,0,10.42384,4.6792893
citation_a7d4097f,0,9.014172,2.3462539
citation_336997c9,0,11.370862,3.2485602
citation_6d29b8ba,0,9.877596,6.160328
citation_2aaa0bd4,0,11.345252,3.2437658
citation_9429ae75,0,11.4323015,3.331611
citation_2a72f6e7,0,11.392431,3.2977927
citation_df4af7c9,0,12.416323,5.1670895
citation_a6b462aa,0,10.5233555,6.762989
citation_0dfd539a,0,11.370524,4.7067356
citation_ee620a6e,0,10.665431,6.5484037
citation_75a5c64c,0,10.36297,7.620738
citation_947578f3,0,9.9696455,6.0937996
citation_fe44c3d1,0,9.869191,6.0625057
citation_9df513cf,0,8.901136,5.095228
citation_737adb48,2,11.712932,2.0515013
citation_72529b89,0,6.1894493,4.073038
citation_5ce1d5d5,0,8.8159275,3.4438076
citation_3ce98ced,0,10.703878,3.5578487
citation_7fa487ab,0,12.191747,5.322524
citation_4cfbdead,0,10.181888,3.2802238
citation_d43d62f5,0,11.25233,3.2241054
citation_0679108a,0,9.887287,6.3132267
